,keywords,number_of_times_word_appeared,tf,idf,tf_idf
104,intsnew,1,4.037630718294505e-05,0.0,0.0
110,operating,1,4.037630718294505e-05,0.0,0.0
111,Common,1,4.037630718294505e-05,0.0,0.0
112,redrawn,1,4.037630718294505e-05,0.0,0.0
113,obtained,1,4.037630718294505e-05,0.0,0.0
115,nameListqualified,1,4.037630718294505e-05,0.0,0.0
116,shift,1,4.037630718294505e-05,0.0,0.0
117,leaves,1,4.037630718294505e-05,0.0,0.0
118,needsto,1,4.037630718294505e-05,0.0,0.0
108,Creates,1,4.037630718294505e-05,0.0,0.0
318,calling,1,4.037630718294505e-05,0.0,0.0
322,try,1,4.037630718294505e-05,0.0,0.0
323,declaration,1,4.037630718294505e-05,0.0,0.0
533,means,1,4.037630718294505e-05,0.0,0.0
534,Arraysint,1,4.037630718294505e-05,0.0,0.0
535,MAX_VALUE,1,4.037630718294505e-05,0.0,0.0
538,objectsuperthe,1,4.037630718294505e-05,0.0,0.0
539,next,1,4.037630718294505e-05,0.0,0.0
541,sstill,1,4.037630718294505e-05,0.0,0.0
544,useStringBuffer,1,4.037630718294505e-05,0.0,0.0
545,mainwindow,1,4.037630718294505e-05,0.0,0.0
531,above,1,4.037630718294505e-05,0.0,0.0
546,ofcode,1,4.037630718294505e-05,0.0,0.0
550,runs,1,4.037630718294505e-05,0.0,0.0
553,Sends,1,4.037630718294505e-05,0.0,0.0
555,commentswhere,1,4.037630718294505e-05,0.0,0.0
559,drawString,1,4.037630718294505e-05,0.0,0.0
560,processed,1,4.037630718294505e-05,0.0,0.0
562,including,1,4.037630718294505e-05,0.0,0.0
563,JavaBasics,1,4.037630718294505e-05,0.0,0.0
564,steal,1,4.037630718294505e-05,0.0,0.0
548,messagesfrom,1,4.037630718294505e-05,0.0,0.0
565,hostplatform,1,4.037630718294505e-05,0.0,0.0
528,local,1,4.037630718294505e-05,0.0,0.0
526,attemptingto,1,4.037630718294505e-05,0.0,0.0
497,latest,1,4.037630718294505e-05,0.0,0.0
498,painting,1,4.037630718294505e-05,0.0,0.0
500,reserve,1,4.037630718294505e-05,0.0,0.0
505,Bitmaps,1,4.037630718294505e-05,0.0,0.0
1011,Sockets,1,4.037630718294505e-05,0.0,0.0
507,inflexible,1,4.037630718294505e-05,0.0,0.0
508,keywords,1,4.037630718294505e-05,0.0,0.0
509,corner,1,4.037630718294505e-05,0.0,0.0
527,aseparate,1,4.037630718294505e-05,0.0,0.0
510,trivial,1,4.037630718294505e-05,0.0,0.0
512,current,1,4.037630718294505e-05,0.0,0.0
513,giant,1,4.037630718294505e-05,0.0,0.0
514,removed,1,4.037630718294505e-05,0.0,0.0
515,precedence,1,4.037630718294505e-05,0.0,0.0
517,forfor,1,4.037630718294505e-05,0.0,0.0
519,AWT,1,4.037630718294505e-05,0.0,0.0
520,distributed,1,4.037630718294505e-05,0.0,0.0
523,scoped,1,4.037630718294505e-05,0.0,0.0
511,find,1,4.037630718294505e-05,0.0,0.0
495,clean,1,4.037630718294505e-05,0.0,0.0
566,conversions,1,4.037630718294505e-05,0.0,0.0
572,thereby,1,4.037630718294505e-05,0.0,0.0
616,deiconify,1,4.037630718294505e-05,0.0,0.0
619,context,1,4.037630718294505e-05,0.0,0.0
620,TypesThe,1,4.037630718294505e-05,0.0,0.0
627,calledArrayIndexOutOfBoundsException,1,4.037630718294505e-05,0.0,0.0
628,named,1,4.037630718294505e-05,0.0,0.0
632,environments,1,4.037630718294505e-05,0.0,0.0
633,loader,1,4.037630718294505e-05,0.0,0.0
637,parseInt,1,4.037630718294505e-05,0.0,0.0
615,copysemantics,1,4.037630718294505e-05,0.0,0.0
640,objectPrimitive,1,4.037630718294505e-05,0.0,0.0
642,otherJava,1,4.037630718294505e-05,0.0,0.0
643,classthat,1,4.037630718294505e-05,0.0,0.0
644,loadable,1,4.037630718294505e-05,0.0,0.0
645,Applications,1,4.037630718294505e-05,0.0,0.0
648,Frameremoves,1,4.037630718294505e-05,0.0,0.0
653,much,1,4.037630718294505e-05,0.0,0.0
654,StartingClassName,1,4.037630718294505e-05,0.0,0.0
655,basic,1,4.037630718294505e-05,0.0,0.0
641,Method,1,4.037630718294505e-05,0.0,0.0
569,mandatory,1,4.037630718294505e-05,0.0,0.0
613,many,1,4.037630718294505e-05,0.0,0.0
609,defense,1,4.037630718294505e-05,0.0,0.0
574,computer,1,4.037630718294505e-05,0.0,0.0
576,functionwould,1,4.037630718294505e-05,0.0,0.0
577,corrupt,1,4.037630718294505e-05,0.0,0.0
578,becausethey,1,4.037630718294505e-05,0.0,0.0
580,stats,1,4.037630718294505e-05,0.0,0.0
582,Buttonobject,1,4.037630718294505e-05,0.0,0.0
584,libraries,1,4.037630718294505e-05,0.0,0.0
585,PC,1,4.037630718294505e-05,0.0,0.0
612,efficiency,1,4.037630718294505e-05,0.0,0.0
587,Part,1,4.037630718294505e-05,0.0,0.0
591,errors,1,4.037630718294505e-05,0.0,0.0
592,BasicsTopics,1,4.037630718294505e-05,0.0,0.0
593,across,1,4.037630718294505e-05,0.0,0.0
595,creating,1,4.037630718294505e-05,0.0,0.0
600,codeButton,1,4.037630718294505e-05,0.0,0.0
602,acompilation,1,4.037630718294505e-05,0.0,0.0
606,restrictions,1,4.037630718294505e-05,0.0,0.0
608,commenting,1,4.037630718294505e-05,0.0,0.0
588,toString,1,4.037630718294505e-05,0.0,0.0
492,assignments,1,4.037630718294505e-05,0.0,0.0
490,Float,1,4.037630718294505e-05,0.0,0.0
489,considered,1,4.037630718294505e-05,0.0,0.0
369,think,1,4.037630718294505e-05,0.0,0.0
371,suffixhexadecimal,1,4.037630718294505e-05,0.0,0.0
372,thedirectories,1,4.037630718294505e-05,0.0,0.0
373,major,1,4.037630718294505e-05,0.0,0.0
374,already,1,4.037630718294505e-05,0.0,0.0
376,upper,1,4.037630718294505e-05,0.0,0.0
379,number,1,4.037630718294505e-05,0.0,0.0
381,Aplications,1,4.037630718294505e-05,0.0,0.0
367,allocatesmemory,1,4.037630718294505e-05,0.0,0.0
382,EqualityTwo,1,4.037630718294505e-05,0.0,0.0
386,blank,1,4.037630718294505e-05,0.0,0.0
388,implementor,1,4.037630718294505e-05,0.0,0.0
389,sockets,1,4.037630718294505e-05,0.0,0.0
391,priority,1,4.037630718294505e-05,0.0,0.0
392,programinstantiates,1,4.037630718294505e-05,0.0,0.0
394,fromall,1,4.037630718294505e-05,0.0,0.0
396,leading,1,4.037630718294505e-05,0.0,0.0
397,respond,1,4.037630718294505e-05,0.0,0.0
385,another,1,4.037630718294505e-05,0.0,0.0
398,constant0x123octal,1,4.037630718294505e-05,0.0,0.0
366,Interpreter,1,4.037630718294505e-05,0.0,0.0
364,signature,1,4.037630718294505e-05,0.0,0.0
324,ishandled,1,4.037630718294505e-05,0.0,0.0
326,shallow,1,4.037630718294505e-05,0.0,0.0
327,typespurely,1,4.037630718294505e-05,0.0,0.0
328,StructureA,1,4.037630718294505e-05,0.0,0.0
330,content,1,4.037630718294505e-05,0.0,0.0
332,Browser,1,4.037630718294505e-05,0.0,0.0
333,bepreceded,1,4.037630718294505e-05,0.0,0.0
336,Pointers,1,4.037630718294505e-05,0.0,0.0
365,consequence,1,4.037630718294505e-05,0.0,0.0
338,typeelement,1,4.037630718294505e-05,0.0,0.0
345,mml,1,4.037630718294505e-05,0.0,0.0
346,completely,1,4.037630718294505e-05,0.0,0.0
347,falsebyte8,1,4.037630718294505e-05,0.0,0.0
348,members,1,4.037630718294505e-05,0.0,0.0
350,ExpressionsMost,1,4.037630718294505e-05,0.0,0.0
353,objectresults,1,4.037630718294505e-05,0.0,0.0
356,created,1,4.037630718294505e-05,0.0,0.0
363,isn,1,4.037630718294505e-05,0.0,0.0
342,CLASSPATH,1,4.037630718294505e-05,0.0,0.0
401,leakage,1,4.037630718294505e-05,0.0,0.0
403,returns,1,4.037630718294505e-05,0.0,0.0
404,listed,1,4.037630718294505e-05,0.0,0.0
458,onany,1,4.037630718294505e-05,0.0,0.0
459,Language,1,4.037630718294505e-05,0.0,0.0
460,efficient,1,4.037630718294505e-05,0.0,0.0
461,typesint,1,4.037630718294505e-05,0.0,0.0
463,note,1,4.037630718294505e-05,0.0,0.0
465,potential,1,4.037630718294505e-05,0.0,0.0
469,ObjectsButton,1,4.037630718294505e-05,0.0,0.0
470,standardoutput,1,4.037630718294505e-05,0.0,0.0
455,Instead,1,4.037630718294505e-05,0.0,0.0
472,multiple,1,4.037630718294505e-05,0.0,0.0
477,DescriptionJava,1,4.037630718294505e-05,0.0,0.0
478,independentbyte,1,4.037630718294505e-05,0.0,0.0
479,exceptionsJava,1,4.037630718294505e-05,0.0,0.0
480,plus,1,4.037630718294505e-05,0.0,0.0
482,phase,1,4.037630718294505e-05,0.0,0.0
484,integerint,1,4.037630718294505e-05,0.0,0.0
486,calledequals,1,4.037630718294505e-05,0.0,0.0
488,observation,1,4.037630718294505e-05,0.0,0.0
474,normal,1,4.037630718294505e-05,0.0,0.0
452,Window,1,4.037630718294505e-05,0.0,0.0
451,definitionsimport,1,4.037630718294505e-05,0.0,0.0
448,Instance,1,4.037630718294505e-05,0.0,0.0
406,convention,1,4.037630718294505e-05,0.0,0.0
407,Such,1,4.037630718294505e-05,0.0,0.0
410,objid,1,4.037630718294505e-05,0.0,0.0
412,implements,1,4.037630718294505e-05,0.0,0.0
416,highest,1,4.037630718294505e-05,0.0,0.0
418,asnew,1,4.037630718294505e-05,0.0,0.0
419,TypesPrimitive,1,4.037630718294505e-05,0.0,0.0
424,character,1,4.037630718294505e-05,0.0,0.0
425,Javalanguage,1,4.037630718294505e-05,0.0,0.0
430,zero,1,4.037630718294505e-05,0.0,0.0
433,Javaruntime,1,4.037630718294505e-05,0.0,0.0
434,u00aeboolean,1,4.037630718294505e-05,0.0,0.0
435,stale,1,4.037630718294505e-05,0.0,0.0
436,pointerb,1,4.037630718294505e-05,0.0,0.0
437,treated,1,4.037630718294505e-05,0.0,0.0
442,files,1,4.037630718294505e-05,0.0,0.0
443,Id,1,4.037630718294505e-05,0.0,0.0
445,notspecify,1,4.037630718294505e-05,0.0,0.0
446,rewrite,1,4.037630718294505e-05,0.0,0.0
659,optionally,1,4.037630718294505e-05,0.0,0.0
506,bring,1,4.037630718294505e-05,0.0,0.0
